egoid,SelfEsteem_1_3,SelfEsteem_2_3,SelfEsteem_3_3,SelfEsteem_4_3,SelfEsteem_5_3,SelfEsteem_6_3,SelfEsteem_7_3,SelfEsteem_8_3,SelfEsteem_9_3,SelfEsteem_10_3,SelfEsteem_3,SelfReg_Exercise_1_3,SelfReg_Exercise_2_3,SelfReg_Exercise_3_3,SelfReg_Exercise_4_3,SelfReg_Exercise_5_3,SelfReg_Exercise_6_3,SelfReg_Exercise_7_3,SelfReg_Exercise_8_3,SelfReg_Exercise_9_3,SelfReg_Exercise_10_3,SelfReg_Exercise_11_3,SelfReg_Exercise_12_3,SelfReg_Exercise_13_3,SelfReg_Exercise_14_3,SelfReg_Exercise_15_3,SelfReg_Exercise_16_3,SRQE_Ext_3,SRQE_Introj_3,SRQE_Ident_3,SRQE_Intrin_3,SRQE_RAI_3,lonely_1_3,lonely_2_3,lonely_3_3,lonely_4_3,lonely_5_3,lonely_6_3,lonely_7_3,lonely_8_3,lonely_9_3,lonely_10_3,lonely_11_3,lonely_12_3,lonely_13_3,lonely_14_3,lonely_15_3,selsa_rom_3,selsa_fam_3,selsa_soc_3,SelfReg_1_3,SelfReg_3_3,SelfReg_4_3,SelfReg_5_3,SelfReg_6_3,SelfReg_7_3,SelfReg_8_3,SelfReg_9_3,SelfReg_10_3,SelfReg_11_3,SelfReg_12_3,SelfReg_13_3,selfreg_scale_3
44869,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,43.0,Not at all true,Not at all true,Not at all true,Not at all true,Somewhat true,Not at all true,Not at all true,Somewhat true,Somewhat true,3,Not at all true,3,Not at all true,Not at all true,5,5,1.0,1.0,4.0,3.25,7.5,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.10970155,-0.62979275,-0.54389977,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,1.9166666
43516,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
89411,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
74285,Agree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,40.0,Very true,Not at all true,5,5,6,Not at all true,Not at all true,5,5,5,Not at all true,5,5,5,6,5,2.0,3.0,5.25,5.25,8.75,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6999776,-0.60923529,-0.69704527,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,3.25
56527,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Neutral,35.0,2,2,Somewhat true,3,Somewhat true,3,2,3,3,3,2,5,2,2,Somewhat true,5,2.0,2.5,4.25,3.5,4.75,Agree,Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,-1.5432444,0.68669868,-1.0439221,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.25
16819,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
34591,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
89972,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neutral,Agree,32.0,6,2,5,6,6,2,2,6,6,5,2,6,Very true,2,5,6,2.0,4.25,6.0,5.25,8.25,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,-0.57983482,0.60278118,-0.50754601,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,2.25
92552,Agree,Neutral,Strongly agree,Strongly agree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly agree,43.0,5,Not at all true,6,5,5,Not at all true,Not at all true,6,6,6,Not at all true,6,Somewhat true,Not at all true,Somewhat true,6,1.0,2.75,5.75,5.5,12.0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,-1.7603319,0.25053638,0.33564624,Strongly Disagree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,1.9166666
73158,Strongly agree,Disagree,Strongly agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,46.0,5,5,3,3,3,Somewhat true,5,3,Somewhat true,3,5,3,6,3,3,Somewhat true,4.5,4.5,3.5,3.0,-4.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6999776,-0.60923529,-0.69704527,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.5
45963,Agree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neutral,32.0,6,Not at all true,5,5,5,Not at all true,Not at all true,5,6,5,Not at all true,5,Somewhat true,Not at all true,Somewhat true,5,1.0,2.75,5.25,4.75,10.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,1.0445633,0.76113713,-0.89381343,Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,2.9166667
22138,Agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,45.0,Somewhat true,Not at all true,5,Not at all true,5,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,6,Not at all true,Not at all true,Very true,Very true,1.0,1.0,6.25,6.5,16.25,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.68698066,-0.86536407,0.47960809,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,1.9166666
90136,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
46744,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
77941,Agree,Agree,Strongly agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly agree,44.0,,Not at all true,Very true,2,5,Not at all true,Not at all true,5,Very true,Very true,Not at all true,6,Very true,Somewhat true,Very true,Very true,1.75,2.75,6.25,6.5,13.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,0.66965252,-0.82221389,0.25449437,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,2.25
44873,Agree,Neutral,Strongly agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,42.0,6,3,Very true,6,5,2,Not at all true,Very true,6,6,3,Very true,5,2,Very true,Very true,2.25,4.0,6.25,6.75,11.25,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.13202108,-0.59075522,-0.82476974,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.6666666
36540,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
14527,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
83005,Neutral,Agree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neutral,29.0,5,Not at all true,Not at all true,Somewhat true,3,Not at all true,Not at all true,2,Not at all true,Not at all true,Not at all true,Somewhat true,Somewhat true,3,Not at all true,2,1.5,2.5,2.5,1.25,-0.5,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Agree,Agree,0.76535004,0.28571111,0.13827336,Agree,Agree,Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.25
31439,Neutral,Neutral,Neutral,Neutral,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neutral,Disagree,31.0,Very true,Not at all true,2,Very true,6,Not at all true,Not at all true,2,Somewhat true,2,Not at all true,2,Very true,Not at all true,Somewhat true,Somewhat true,1.0,4.0,4.0,2.5,3.0,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,-1.8119078,1.3274338,0.73155445,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,3.75
21899,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,38.0,Not at all true,Not at all true,Somewhat true,Not at all true,Not at all true,Not at all true,Not at all true,Somewhat true,Somewhat true,3,Not at all true,Somewhat true,Not at all true,Not at all true,Somewhat true,5,1.0,1.0,3.5,3.75,8.0,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,0.21652189,0.26366004,0.19151723,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,2.5
29232,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
32249,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
45375,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,2,Not at all true,6,2,Very true,2,Not at all true,5,Very true,Very true,Not at all true,5,3,Not at all true,6,Very true,1.0,2.0,6.5,6.0,14.5,Disagree,Disagree,Agree,Somewhat Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Somewhat Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,0.40368864,1.5643866,-0.13408141,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Disagree,3.0
25536,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
32037,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,45.0,Not at all true,Not at all true,3,Not at all true,6,Not at all true,Not at all true,Not at all true,6,2,Not at all true,Not at all true,Not at all true,Not at all true,Somewhat true,Very true,1.0,1.0,5.0,2.5,7.0,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.64027292,-0.64458144,-0.74271947,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,1.6666666
90476,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
46558,Agree,Agree,Neutral,Neutral,Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Neutral,33.0,Somewhat true,2,Somewhat true,Not at all true,5,5,Not at all true,5,6,Somewhat true,Not at all true,5,5,Not at all true,6,5,1.25,3.25,5.25,4.75,9.0,Agree,Strongly Agree,Neither Agree nor Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Agree,-1.4171424,-0.082494758,1.089275,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,2.25
24016,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
52277,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
93699,Neutral,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,30.0,Somewhat true,5,3,Not at all true,Somewhat true,3,5,Somewhat true,Somewhat true,2,3,Somewhat true,3,3,Somewhat true,5,4.0,3.0,4.25,3.25,-0.25,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,0.8434872,-0.63758081,0.17611675,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.75
36875,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
84011,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neutral,33.0,Somewhat true,Somewhat true,5,Somewhat true,5,3,2,5,5,5,3,5,6,3,5,6,3.0,4.25,5.25,5.0,5.0,Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Somewhat Disagree,Agree,Disagree,Agree,Agree,0.42464647,0.23855853,0.2574766,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Neither Agree nor Disagree,2.3333333
90646,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly agree,40.0,6,Not at all true,Very true,5,Very true,Not at all true,Not at all true,6,Very true,Very true,Not at all true,Somewhat true,Very true,Not at all true,5,Very true,1.0,3.5,6.25,6.25,13.25,Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.35508308,-0.56920236,-0.8749944,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,1.6666666
88008,Neutral,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Neutral,Agree,31.0,Somewhat true,2,5,6,6,3,Not at all true,5,Very true,6,2,5,5,3,5,Very true,2.0,4.0,6.25,5.25,8.75,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Somewhat Agree,-1.7760235,-0.30160311,1.3981763,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,2.9166667
88967,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly agree,39.0,6,Not at all true,6,6,Very true,Not at all true,Not at all true,Very true,Very true,5,Not at all true,Very true,Very true,Not at all true,Very true,Very true,1.0,3.75,7.0,6.25,13.75,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.75598615,-0.66555238,-0.52245456,Strongly Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,2.75
46701,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
83566,Neutral,Neutral,Agree,Neutral,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neutral,33.0,2,2,2,Not at all true,2,Not at all true,Not at all true,3,Somewhat true,Somewhat true,2,3,Not at all true,Not at all true,Somewhat true,Somewhat true,1.5,1.25,3.25,3.25,5.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Neither Agree nor Disagree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,0.44581467,0.82462764,1.2026645,Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,2.3333333
21090,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Somewhat true,Not at all true,Not at all true,Somewhat true,5,2,Not at all true,6,6,Not at all true,Not at all true,6,Somewhat true,2,Somewhat true,6,1.25,2.75,5.75,3.0,6.5,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.51019657,-0.56349957,-0.88375127,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,2.6666667
69419,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,1.5,3.0,5.75,5.25,9.25,,,,,,,,,,,,,,,,0.43409356,-0.39216432,-0.19562168,,,,,,,,,,,,,2.1666667
87032,Agree,Neutral,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Neutral,Agree,33.0,Somewhat true,Not at all true,6,Somewhat true,6,2,Not at all true,Very true,Very true,6,Not at all true,6,Somewhat true,Not at all true,6,6,1.0,2.75,6.25,6.25,14.0,Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Somewhat Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Somewhat Agree,Agree,0.48381963,0.79229766,0.14243898,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,2.1666667
94641,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,24.0,Very true,3,3,Very true,3,Very true,Not at all true,Somewhat true,3,3,Not at all true,Not at all true,5,Not at all true,Not at all true,Not at all true,1.5,5.5,2.0,2.75,-1.0,Strongly Disagree,Strongly Disagree,Somewhat Agree,Disagree,Somewhat Agree,Strongly Disagree,Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Somewhat Agree,0.87627769,4.1661477,1.0910378,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Agree,2.8333333
82728,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neutral,36.0,Very true,Not at all true,6,6,Very true,2,Not at all true,Very true,Very true,6,Not at all true,6,Very true,Not at all true,Very true,Very true,1.0,4.0,6.75,6.5,13.75,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.78028041,-0.61347842,-0.86083257,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,1.75
45076,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,49.0,5,Not at all true,Very true,Somewhat true,6,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,6,Not at all true,Very true,Very true,1.0,3.0,6.75,7.0,15.75,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.19887163,-0.63819158,-0.67951554,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.4166666
58437,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly agree,47.0,Very true,Not at all true,5,5,Very true,Very true,2,Very true,Very true,Somewhat true,Not at all true,Very true,Somewhat true,3,5,Very true,1.75,4.25,7.0,5.25,9.75,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,0.20947546,-0.65666521,-0.67855614,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,2.0
94862,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,38.0,6,2,6,Somewhat true,6,3,Not at all true,Very true,Very true,6,2,6,6,2,6,6,1.75,3.75,6.25,6.25,11.5,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,0.097573824,0.14047121,-0.16580948,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,2.1666667
14606,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,2,Not at all true,Very true,Not at all true,6,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,2,Not at all true,Not at all true,3,Very true,1.0,1.0,5.5,6.0,14.5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.78028041,-0.61347842,-0.86083257,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.25
