egoid,SelfEsteem_1_4,SelfEsteem_2_4,SelfEsteem_3_4,SelfEsteem_4_4,SelfEsteem_5_4,SelfEsteem_6_4,SelfEsteem_7_4,SelfEsteem_8_4,SelfEsteem_9_4,SelfEsteem_10_4,SelfEsteem_4,SelfReg_1_4,SelfReg_3_4,SelfReg_4_4,SelfReg_5_4,SelfReg_6_4,SelfReg_7_4,SelfReg_8_4,SelfReg_9_4,SelfReg_10_4,SelfReg_11_4,SelfReg_12_4,SelfReg_13_4,selfreg_scale_4,Trust_1_4,Trust_2_4,Trust_3_4,Trust_4_4,Trust_5_4,Trust_6_4,Trust_4
29232,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
32249,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,49.0,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,2.9166667,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Strongly Agree,3.5
45375,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
25536,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
32037,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
46558,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,35.0,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Agree,2.25,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5
24016,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,33.0,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Disagree,Neutral,2.6666667,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,3.0
52277,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
93699,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,35.0,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Neutral,2.1666667,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Agree,Agree,3.0
36875,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,36.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.5,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,3.1666667
84011,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,33.0,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.8333333
90646,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,44.0,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,Strongly Disagree,Agree,2.0,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,3.5
88008,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,33.0,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Neutral,2.9166667,Agree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,2.8333333
88967,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
46701,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
83566,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,29.0,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,2.8333333,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.3333333
21090,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,48.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Neutral,Agree,Agree,Disagree,Neutral,2.3333333,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,4.3333335
69419,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
87032,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Agree,36.0,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,2.75,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667
94641,Neither Agree nor Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,32.0,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,2.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,2.8333333
82728,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Agree,37.0,Disagree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,2.1666667,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
45076,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,48.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.4166666,Agree,Agree,Disagree,Agree,Disagree,Agree,3.6666667
58437,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,2.25,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,3.3333333
94862,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,42.0,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0,Neither Agree nor Disagree,Agree,Disagree,Agree,Agree,Agree,3.1666667
14606,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.1666666,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,3.8333333
64075,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,43.0,Neutral,Disagree,Agree,Neutral,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,2.25,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,3.8333333
39787,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,1.6666666,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
82376,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
44872,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neither Agree nor Disagree,Agree,43.0,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Agree,1.9166666,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,3.5
87783,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,41.0,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.1666666,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,3.6666667
47498,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
57325,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,39.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Agree,1.5833334,Disagree,Agree,Disagree,Disagree,Agree,Agree,2.6666667
53776,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
58633,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,43.0,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,3.0,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,2.1666667
27306,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.25,Agree,Neither Agree nor Disagree,Disagree,Agree,Disagree,Agree,3.8333333
80607,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
73143,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
35797,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
46365,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,40.0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,3.0,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
31045,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
74492,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Disagree,25.0,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,1.8333334,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,3.0
76791,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,45.0,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Disagree,Agree,Agree,Neutral,Agree,2.5,Agree,Disagree,Disagree,Agree,Agree,Agree,3.6666667
21348,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
23287,Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,38.0,Disagree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Agree,2.1666667,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
14763,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
22066,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
28247,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,31.0,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,2.75,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,2.6666667
72873,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
67544,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
76810,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,38.148648648648646,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.331981978108108,Agree,Agree,Disagree,Agree,Agree,Agree,3.235585584594595
51760,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,49.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,1.6666666,Disagree,Agree,Disagree,Agree,Agree,Agree,3.0
72806,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,39.0,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Agree,2.75,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.6666667
98766,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,50.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.0,Agree,Agree,Disagree,Agree,Agree,Agree,3.3333333
60997,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,29.0,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,3.0,Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Agree,Neither Agree nor Disagree,2.1666667
