egoid,Trust_1_6,Trust_2_6,Trust_3_6,Trust_4_6,Trust_5_6,Trust_6_6,Trust_6,SelfEsteem_1_6,SelfEsteem_2_6,SelfEsteem_3_6,SelfEsteem_4_6,SelfEsteem_5_6,SelfEsteem_6_6,SelfEsteem_7_6,SelfEsteem_8_6,SelfEsteem_9_6,SelfEsteem_10_6,SelfEsteem_6,SelfReg_Exercise_1_6,SelfReg_Exercise_2_6,SelfReg_Exercise_3_6,SelfReg_Exercise_4_6,SelfReg_Exercise_5_6,SelfReg_Exercise_6_6,SelfReg_Exercise_7_6,SelfReg_Exercise_8_6,SelfReg_Exercise_9_6,SelfReg_Exercise_10_6,SelfReg_Exercise_11_6,SelfReg_Exercise_12_6,SelfReg_Exercise_13_6,SelfReg_Exercise_14_6,SelfReg_Exercise_15_6,SelfReg_Exercise_16_6,SRQE_Ext_6,SRQE_Introj_6,SRQE_Ident_6,SRQE_Intrin_6,SRQE_RAI_6,lonely_1_6,lonely_2_6,lonely_3_6,lonely_4_6,lonely_5_6,lonely_6_6,lonely_7_6,lonely_8_6,lonely_9_6,lonely_10_6,lonely_11_6,lonely_12_6,lonely_13_6,lonely_14_6,lonely_15_6,selsa_rom_6,selsa_fam_6,selsa_soc_6,SelfReg_1_6,SelfReg_3_6,SelfReg_4_6,SelfReg_5_6,SelfReg_6_6,SelfReg_7_6,SelfReg_8_6,SelfReg_9_6,SelfReg_10_6,SelfReg_11_6,SelfReg_12_6,SelfReg_13_6,selfreg_scale_6
21899,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,3.3333333,Agree,Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,34.0,Not at all true,Not at all true,3,Not at all true,Not at all true,2,Not at all true,Not at all true,3,2,Not at all true,Not at all true,Not at all true,Not at all true,Not at all true,Not at all true,1.0,1.25,1.5,1.75,1.75,Disagree,Disagree,Somewhat Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,0.61280805,0.19483306,0.13730486,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Neutral,2.6666667
29232,,,,,,,3.2541928688679245,,,,,,,,,,,37.73015873015873,,,,,,,,,,,,,,,,,1.867363344051447,3.6631832797427655,5.333601286173633,4.969453376205788,7.87459807073955,,,,,,,,,,,,,,,,0.0084950259038461,-0.0202525392403846,-1.353924230769074e-05,,,,,,,,,,,,,2.3341295136942675
32249,,,,,,,3.2541928688679245,,,,,,,,,,,37.73015873015873,,,,,,,,,,,,,,,,,1.867363344051447,3.6631832797427655,5.333601286173633,4.969453376205788,7.87459807073955,,,,,,,,,,,,,,,,0.0084950259038461,-0.0202525392403846,-1.353924230769074e-05,,,,,,,,,,,,,2.3341295136942675
45375,,,,,,,3.2541928688679245,,,,,,,,,,,37.73015873015873,,,,,,,,,,,,,,,,,1.867363344051447,3.6631832797427655,5.333601286173633,4.969453376205788,7.87459807073955,,,,,,,,,,,,,,,,0.0084950259038461,-0.0202525392403846,-1.353924230769074e-05,,,,,,,,,,,,,2.3341295136942675
25536,,,,,,,3.2541928688679245,,,,,,,,,,,37.73015873015873,,,,,,,,,,,,,,,,,1.867363344051447,3.6631832797427655,5.333601286173633,4.969453376205788,7.87459807073955,,,,,,,,,,,,,,,,0.0084950259038461,-0.0202525392403846,-1.353924230769074e-05,,,,,,,,,,,,,2.3341295136942675
32037,,,,,,,3.2541928688679245,,,,,,,,,,,37.73015873015873,,,,,,,,,,,,,,,,,1.867363344051447,3.6631832797427655,5.333601286173633,4.969453376205788,7.87459807073955,,,,,,,,,,,,,,,,0.0084950259038461,-0.0202525392403846,-1.353924230769074e-05,,,,,,,,,,,,,2.3341295136942675
90476,,,,,,,3.2541928688679245,,,,,,,,,,,37.73015873015873,,,,,,,,,,,,,,,,,1.867363344051447,3.6631832797427655,5.333601286173633,4.969453376205788,7.87459807073955,,,,,,,,,,,,,,,,0.0084950259038461,-0.0202525392403846,-1.353924230769074e-05,,,,,,,,,,,,,2.3341295136942675
46558,Agree,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,3.5,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Agree,31.0,5,2,5,5,6,6,Not at all true,5,6,5,3,5,Somewhat true,2,6,6,2.0,5.0,5.75,5.25,7.25,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neither Agree nor Disagree,0.88685697,-0.53710341,2.4966984,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Disagree,Agree,2.4166667
24016,,,,,,,3.2541928688679245,,,,,,,,,,,37.73015873015873,,,,,,,,,,,,,,,,,1.867363344051447,3.6631832797427655,5.333601286173633,4.969453376205788,7.87459807073955,,,,,,,,,,,,,,,,0.0084950259038461,-0.0202525392403846,-1.353924230769074e-05,,,,,,,,,,,,,2.3341295136942675
52277,,,,,,,3.2541928688679245,,,,,,,,,,,37.73015873015873,,,,,,,,,,,,,,,,,1.867363344051447,3.6631832797427655,5.333601286173633,4.969453376205788,7.87459807073955,,,,,,,,,,,,,,,,0.0084950259038461,-0.0202525392403846,-1.353924230769074e-05,,,,,,,,,,,,,2.3341295136942675
93699,Agree,Strongly Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.0,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,35.0,3,5,3,Not at all true,Somewhat true,Not at all true,Not at all true,3,5,2,3,5,Somewhat true,3,5,5,3.0,2.25,4.75,3.25,3.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,1.1486052,-0.43406031,-0.53017682,Disagree,Neutral,Agree,Agree,Agree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Neutral,2.3333333
36875,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,3.1666667,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,41.0,Somewhat true,Not at all true,Very true,3,Very true,Not at all true,Not at all true,6,Very true,6,Not at all true,Very true,5,Not at all true,Very true,Very true,1.0,3.25,7.0,6.5,14.75,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.97575188,-0.51703864,-0.83618802,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,1.9166666
