egoid,SelfEsteem_1_3,SelfEsteem_2_3,SelfEsteem_3_3,SelfEsteem_4_3,SelfEsteem_5_3,SelfEsteem_6_3,SelfEsteem_7_3,SelfEsteem_8_3,SelfEsteem_9_3,SelfEsteem_10_3,SelfEsteem_3,SelfReg_Exercise_1_3,SelfReg_Exercise_2_3,SelfReg_Exercise_3_3,SelfReg_Exercise_4_3,SelfReg_Exercise_5_3,SelfReg_Exercise_6_3,SelfReg_Exercise_7_3,SelfReg_Exercise_8_3,SelfReg_Exercise_9_3,SelfReg_Exercise_10_3,SelfReg_Exercise_11_3,SelfReg_Exercise_12_3,SelfReg_Exercise_13_3,SelfReg_Exercise_14_3,SelfReg_Exercise_15_3,SelfReg_Exercise_16_3,SRQE_Ext_3,SRQE_Introj_3,SRQE_Ident_3,SRQE_Intrin_3,SRQE_RAI_3,lonely_1_3,lonely_2_3,lonely_3_3,lonely_4_3,lonely_5_3,lonely_6_3,lonely_7_3,lonely_8_3,lonely_9_3,lonely_10_3,lonely_11_3,lonely_12_3,lonely_13_3,lonely_14_3,lonely_15_3,selsa_rom_3,selsa_fam_3,selsa_soc_3,SelfReg_1_3,SelfReg_3_3,SelfReg_4_3,SelfReg_5_3,SelfReg_6_3,SelfReg_7_3,SelfReg_8_3,SelfReg_9_3,SelfReg_10_3,SelfReg_11_3,SelfReg_12_3,SelfReg_13_3,selfreg_scale_3
73918,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,2.5,3.333333333333333,6.166666666666667,5.833333333333333,9.5,,,,,,,,,,,,,,,,0.0865205599999999,-0.60391146,0.0073698066666666,,,,,,,,,,,,,1.9722222333333332
60216,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,43.0,5,2,Very true,Somewhat true,Somewhat true,2,Not at all true,Very true,Very true,Very true,Not at all true,6,Somewhat true,Not at all true,Very true,Very true,1.25,3.0,6.0,7.0,14.5,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Somewhat Agree,-0.31616884,0.77521288,0.49306136,Disagree,Neither Agree nor Disagree,Agree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,2.25
28681,,,,,,,,,,,35.333333333333336,,,,,,,,,,,,,,,,,1.5833333333333333,3.083333333333333,6.25,5.75,11.5,,,,,,,,,,,,,,,,-0.1074311543333332,-0.2593056606333333,1.23143743,,,,,,,,,,,,,1.7500000333333332
51437,Agree,Disagree,Strongly agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,43.0,6,2,Somewhat true,3,6,2,3,5,Very true,Somewhat true,2,5,Very true,3,5,Very true,2.5,3.5,6.25,4.5,6.75,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.67786062,-0.59184337,-0.859864,Agree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,2.75
21932,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,5,Not at all true,Somewhat true,3,Somewhat true,Not at all true,Not at all true,Somewhat true,6,Not at all true,Not at all true,Somewhat true,Somewhat true,Not at all true,5,6,1.0,2.25,5.0,3.5,7.75,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,1.0155348,-1.1494837,1.5937356,Disagree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,1.75
29733,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Neither Agree nor Disagree,Neutral,Agree,34.0,2,Not at all true,Very true,Somewhat true,5,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,6,6,Not at all true,Very true,6,1.0,3.0,6.0,7.0,15.0,Strongly Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Somewhat Agree,Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,0.82057101,-1.039397,1.1980758,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,1.6666666
98206,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,48.0,Not at all true,Not at all true,Somewhat true,Not at all true,Somewhat true,Not at all true,Not at all true,Somewhat true,Somewhat true,Somewhat true,Not at all true,2,Not at all true,Not at all true,Not at all true,Somewhat true,1.0,1.0,3.5,3.25,7.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6999776,-0.60923529,-0.69704527,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.0833334
36385,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,28.0,Somewhat true,3,6,5,3,5,Not at all true,Somewhat true,6,5,2,6,6,Somewhat true,Somewhat true,Somewhat true,2.5,4.75,4.75,4.75,4.5,Strongly Agree,Strongly Agree,Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Agree,Agree,-1.4850211,0.22178815,0.99226838,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.9166667
26651,,,,,,,,,,,31.33333333333333,,,,,,,,,,,,,,,,,2.083333333333333,3.333333333333333,5.916666666666667,5.416666666666667,9.25,,,,,,,,,,,,,,,,0.6501682033333335,-0.1749835663333333,0.4970439666666666,,,,,,,,,,,,,2.722222233333333
54030,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,1.0833333333333333,1.8333333333333333,5.833333333333333,5.916666666666667,13.666666666666666,,,,,,,,,,,,,,,,-0.7469016766666666,-0.2410913733333333,-0.8007378933333333,,,,,,,,,,,,,1.5
67993,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,32.0,6,Not at all true,5,3,5,Not at all true,Not at all true,3,Very true,5,Not at all true,5,5,3,Somewhat true,6,1.5,2.5,5.75,4.25,8.75,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.7105285,-0.45650074,-0.4546113,Disagree,Neither Agree nor Disagree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,2.25
96543,Agree,Neutral,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,41.0,Very true,Somewhat true,Very true,Not at all true,5,2,Not at all true,5,Very true,Very true,2,Very true,Very true,Not at all true,5,6,2.0,3.5,6.25,6.0,10.75,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6999776,-0.60923529,-0.69704527,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,1.8333334
49800,Neutral,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Disagree,Neutral,30.0,2,3,Somewhat true,Somewhat true,Somewhat true,2,3,3,3,3,Not at all true,Somewhat true,5,3,3,6,2.5,3.5,4.25,3.25,2.25,Strongly Agree,Agree,Disagree,Agree,Somewhat Agree,Agree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Agree,Strongly Agree,Agree,Somewhat Agree,Somewhat Agree,-1.4127191,0.093311742,1.6688888,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,Agree,2.5
29296,Agree,Strongly agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Disagree,29.0,5,Not at all true,Very true,Not at all true,Very true,Not at all true,Not at all true,Very true,Very true,Very true,Not at all true,Very true,5,2,Very true,Very true,1.25,2.0,7.0,7.0,16.5,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Agree,Agree,1.0679046,0.17702343,0.25867942,Agree,Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Disagree,2.9166667
11002,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,48.0,Somewhat true,Not at all true,5,2,2,Not at all true,Not at all true,5,Very true,3,Not at all true,Somewhat true,Somewhat true,Not at all true,Very true,5,1.0,2.0,4.5,5.0,10.5,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Disagree,Strongly Agree,-1.6776875,3.6296108,-1.9941019,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.6666666
72850,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,30.0,6,Not at all true,Somewhat true,Somewhat true,6,Not at all true,Not at all true,6,6,3,Not at all true,6,6,Not at all true,6,6,1.0,3.0,6.0,4.75,10.5,Agree,Agree,Strongly Disagree,Agree,Somewhat Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,-1.3599714,0.19632368,0.62179261,Disagree,Disagree,Agree,Disagree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0833333
15134,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,48.0,2,Not at all true,Very true,3,Very true,Not at all true,Not at all true,5,Very true,6,Not at all true,Very true,Not at all true,Not at all true,Somewhat true,Very true,1.0,1.5,7.0,5.5,14.5,Strongly Disagree,Strongly Disagree,Somewhat Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.94410616,-0.034712888,-0.66138983,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,2.5
69124,,,,,,,,,,,36.66666666666666,,,,,,,,,,,,,,,,,3.0,3.583333333333333,4.75,4.916666666666667,5.0,,,,,,,,,,,,,,,,-0.8634449333333333,1.0954763033333337,1.3634535766666664,,,,,,,,,,,,,2.4166666666666665
42531,,,,,,,,,,,38.333333333333336,,,,,,,,,,,,,,,,,1.4166666666666667,3.333333333333333,6.333333333333333,6.083333333333333,12.333333333333334,,,,,,,,,,,,,,,,-0.7324789933333333,0.0594070233333333,-0.288595,,,,,,,,,,,,,1.8888889
34062,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,47.0,Somewhat true,Not at all true,6,3,6,2,2,6,6,6,2,Very true,2,2,Very true,Very true,1.75,2.0,6.5,6.25,13.5,Strongly Disagree,Strongly Disagree,Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,1.1134915,0.46238041,-1.0871884,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.25
18111,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,48.0,6,Not at all true,3,2,Somewhat true,2,Not at all true,Somewhat true,6,2,Not at all true,Somewhat true,5,Not at all true,6,6,1.0,2.5,5.0,3.75,8.0,Somewhat Agree,Somewhat Agree,Somewhat Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,-0.52711767,-0.42516205,-0.7352376,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,2.0
42646,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,34.0,5,Not at all true,6,5,6,3,Not at all true,6,6,6,Not at all true,6,Somewhat true,2,6,6,1.25,3.25,6.0,6.0,12.25,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Somewhat Agree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,-0.21100225,0.4606362,0.36123088,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,2.0
63922,,,,,,,,,,,39.333333333333336,,,,,,,,,,,,,,,,,1.0833333333333333,3.25,6.583333333333333,6.25,13.666666666666666,,,,,,,,,,,,,,,,-0.1561112099999999,-0.2884033633333333,0.0636934933333333,,,,,,,,,,,,,2.1666666666666665
59097,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,3.0,3.1666666666666665,6.416666666666667,5.916666666666667,9.083333333333334,,,,,,,,,,,,,,,,0.37535891,0.0884890266666666,-0.5344793929999999,,,,,,,,,,,,,2.0833333666666665
72912,Agree,Neutral,Agree,Agree,Strongly Disagree,Neither Agree nor Disagree,Agree,Strongly Disagree,Neutral,Agree,39.0,Somewhat true,Not at all true,5,Not at all true,Somewhat true,Not at all true,Not at all true,6,6,6,Not at all true,6,Somewhat true,2,6,Very true,1.25,1.75,5.75,5.75,13.0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.6999776,-0.60923529,-0.69704527,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.1666666
91484,Agree,Neutral,Neutral,Neutral,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neutral,Neutral,31.0,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,4.0,4.0,4.0,4.0,0.0,Disagree,Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.4850007,-0.62121314,-0.77521485,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
24833,Agree,Strongly Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,40.0,5,2,Somewhat true,2,5,2,Not at all true,5,Very true,Somewhat true,Not at all true,6,Somewhat true,2,Somewhat true,6,1.5,2.5,6.0,4.25,9.0,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,-0.15175621,-0.39295468,-0.85571438,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Disagree,3.1666667
21971,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,1.75,3.0,5.666666666666667,5.0,9.166666666666666,,,,,,,,,,,,,,,,0.2975257366666666,1.8885134733333333,-0.3722446866666667,,,,,,,,,,,,,2.000000033333333
58654,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,2.333333333333333,3.4166666666666665,5.5,5.583333333333333,8.583333333333334,,,,,,,,,,,,,,,,-0.267357411,0.4540893426999999,0.49591352,,,,,,,,,,,,,2.250000033333333
13928,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,2.0,3.333333333333333,5.5,4.5,7.166666666666667,,,,,,,,,,,,,,,,0.7106281533333334,1.43228477,0.8851602133333335,,,,,,,,,,,,,2.5277777666666665
84502,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly agree,46.0,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,Very true,7.0,7.0,7.0,7.0,0.0,Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.62788105,-0.63960594,-0.73411131,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,2.0
64090,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,1.0833333333333333,2.25,6.083333333333333,5.333333333333333,12.333333333333334,,,,,,,,,,,,,,,,-0.0663357366666667,0.3005019733333333,-0.2786193696666666,,,,,,,,,,,,,2.25
52123,,,,,,,,,,,38.333333333333336,,,,,,,,,,,,,,,,,1.4166666666666667,3.333333333333333,6.333333333333333,6.083333333333333,12.333333333333334,,,,,,,,,,,,,,,,-0.7324789933333333,0.0594070233333333,-0.288595,,,,,,,,,,,,,1.8888889
78783,Strongly agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,45.0,Very true,3,Very true,Not at all true,3,3,Not at all true,Not at all true,Very true,Very true,Not at all true,5,Very true,5,Very true,Very true,2.5,3.5,5.5,5.5,8.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,0.76425344,-0.45706517,-0.60067648,Disagree,Disagree,Agree,Strongly Disagree,Agree,Neither Agree nor Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Neither Agree nor Disagree,1.9166666
25197,Strongly agree,Strongly Disagree,Strongly agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither Agree nor Disagree,Strongly Disagree,Agree,46.0,Very true,Somewhat true,Very true,2,Very true,5,Not at all true,5,Very true,6,Not at all true,Very true,Very true,Somewhat true,Very true,Very true,2.5,4.5,7.0,6.25,10.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,1.1640339,-0.084582701,-0.56048566,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,1.4166666
35872,,,,,,,,,,,25.666666666666668,,,,,,,,,,,,,,,,,3.0,4.666666666666667,4.833333333333333,4.0,2.1666666666666665,,,,,,,,,,,,,,,,-0.0967511343333333,1.8530711693666664,0.2591911033333333,,,,,,,,,,,,,2.555555566666667
93462,,,,,,,,,,,35.666666666666664,,,,,,,,,,,,,,,,,2.4166666666666665,2.6666666666666665,5.0,4.833333333333333,7.166666666666667,,,,,,,,,,,,,,,,0.8458324300000001,-0.5238199133333333,1.2982848299999998,,,,,,,,,,,,,2.8611110666666666
23270,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,36.0,6,Somewhat true,Very true,6,Very true,5,2,Very true,Very true,5,5,Very true,Very true,3,6,Very true,3.5,5.5,7.0,6.25,7.0,Disagree,Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,0.14194746,-0.64056671,-0.71856821,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.25
69807,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,1.0833333333333333,1.1666666666666667,5.083333333333333,4.583333333333333,10.916666666666666,,,,,,,,,,,,,,,,-0.0753866,-0.60045463,-0.78615113,,,,,,,,,,,,,1.8888889
92716,Strongly agree,Strongly Disagree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly agree,50.0,Very true,Not at all true,Very true,Not at all true,5,Not at all true,Not at all true,Very true,Very true,6,Not at all true,Very true,Very true,Not at all true,Very true,Very true,1.0,2.5,6.5,6.75,15.5,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,-1.3645372,-0.58925766,-0.74828398,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,1.0833334
66061,,,,,,,,,,,42.0,,,,,,,,,,,,,,,,,1.8333333333333333,2.333333333333333,6.25,5.833333333333333,11.916666666666666,,,,,,,,,,,,,,,,-0.1216501633333333,-0.32171438,-0.4331961966666666,,,,,,,,,,,,,2.0833333666666665
56058,Neutral,Disagree,Agree,Neutral,Disagree,Neither Agree nor Disagree,Strongly Agree,Agree,Neutral,Neutral,34.0,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,Somewhat true,4.0,4.0,4.0,4.0,0.0,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,1.0677234,0.54308307,1.471553,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,3.0
57854,,,,,,,,,,,36.333333333333336,,,,,,,,,,,,,,,,,2.4166666666666665,3.5,6.5,5.666666666666667,9.5,,,,,,,,,,,,,,,,0.07647351,1.24855497,-0.7877200466666666,,,,,,,,,,,,,2.472222233333333
68679,,,,,,,,,,,35.666666666666664,,,,,,,,,,,,,,,,,2.583333333333333,3.8333333333333335,5.166666666666667,4.833333333333333,5.833333333333333,,,,,,,,,,,,,,,,0.1329934866666666,0.8939146533333333,0.6609727966666666,,,,,,,,,,,,,2.1944444666666665
90750,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,1.5,1.9166666666666667,5.0,5.333333333333333,10.75,,,,,,,,,,,,,,,,0.5410276666666667,-0.5500811766666667,-0.7571420666666667,,,,,,,,,,,,,1.9444444333333333
70125,Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,30.0,Very true,Not at all true,Very true,6,Very true,6,Not at all true,6,Very true,Very true,Not at all true,Very true,Very true,Not at all true,6,Very true,1.0,5.0,7.0,6.5,13.0,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,0.71930295,-0.51838201,0.67091608,Neither Agree nor Disagree,Disagree,Agree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Neither Agree nor Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,2.5833333
67192,,,,,,,,,,,36.333333333333336,,,,,,,,,,,,,,,,,3.0,3.25,4.583333333333333,4.416666666666667,4.166666666666667,,,,,,,,,,,,,,,,-0.1473600199999999,1.194819683333333,0.7525630333333332,,,,,,,,,,,,,2.3888889
12029,Agree,Neutral,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Neutral,Agree,34.0,Somewhat true,Not at all true,5,Not at all true,6,Not at all true,Not at all true,6,6,6,Not at all true,6,Not at all true,Not at all true,6,Very true,1.0,1.0,6.25,5.75,14.75,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,0.69446176,0.55189717,0.69077462,Agree,Disagree,Neither Agree nor Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,2.5833333
