egoid,Extraversion_8,Agreeableness_8,Conscientiousness_8,Neuroticism_8,Openness_8
44869,3.25,3.6666667,3.3333333,3.0,3.6666667
43516,3.25,3.6666667,3.3333333,3.0,3.6666667
89411,3.25,3.6666667,3.3333333,3.0,3.6666667
74285,3.25,3.6666667,3.3333333,3.0,3.6666667
56527,3.25,3.6666667,3.3333333,3.0,3.6666667
16819,3.25,3.6666667,3.3333333,3.0,3.6666667
34591,3.25,3.6666667,3.3333333,3.0,3.6666667
89972,3.25,3.6666667,3.3333333,3.0,3.6666667
92552,3.5,4.0,3.8888888,2.25,3.8888888
73158,3.25,3.4444444,3.4444444,2.625,3.3333333
45963,4.0,4.0,3.7777777,3.75,4.3333335
22138,4.25,3.8888888,4.2222223,2.625,4.5555553
90136,3.25,3.6666667,3.3333333,3.0,3.6666667
46744,3.25,3.6666667,3.3333333,3.0,3.6666667
77941,4.75,4.0,3.4444444,1.875,4.7777777
44873,3.125,3.4444444,3.7777777,2.25,2.5555556
36540,3.25,3.6666667,3.3333333,3.0,3.6666667
83005,3.25,3.7777777,3.4444444,3.25,3.2222223
31439,3.25,3.6666667,3.3333333,3.0,3.6666667
21899,3.25,3.6666667,3.3333333,3.0,3.6666667
29232,3.25,3.6666667,3.3333333,3.0,3.6666667
32249,3.25,3.6666667,3.3333333,3.0,3.6666667
45375,3.25,3.6666667,3.3333333,3.0,3.6666667
25536,3.25,3.6666667,3.3333333,3.0,3.6666667
32037,3.25,3.6666667,3.3333333,3.0,3.6666667
46558,3.25,3.6666667,3.3333333,3.0,3.6666667
24016,3.25,3.6666667,3.3333333,3.0,3.6666667
52277,3.25,3.6666667,3.3333333,3.0,3.6666667
93699,3.25,3.6666667,2.7777777,3.25,3.8888888
36875,3.375,4.4444447,4.7777777,3.25,3.2222223
84011,2.25,3.6666667,3.7777777,3.0,3.5555556
90646,3.25,3.6666667,3.3333333,3.0,3.6666667
88008,3.25,3.6666667,3.3333333,3.0,3.6666667
88967,3.25,3.6666667,3.3333333,3.0,3.6666667
46701,3.25,3.6666667,3.3333333,3.0,3.6666667
83566,2.25,3.8888888,3.6666667,3.75,2.8888888
21090,3.5,4.1111112,4.2222223,1.875,4.5555553
69419,3.25,3.6666667,3.3333333,3.0,3.6666667
87032,3.25,3.6666667,3.3333333,3.0,3.6666667
94641,2.125,3.2222223,3.3333333,3.375,4.1111112
82728,3.25,3.6666667,3.3333333,3.0,3.6666667
45076,3.25,3.8888888,4.0,3.125,3.6666667
